stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
БАХМАЧ-ПАСС.,БАХМАЧ-ПАССАЖИРСКИЙ,32600,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КОТЮЖАНЫ,КОТЮЖАНЫ,33240,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РАЗИНО,РАЗИНО,34200,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НЕГИН,НЕГИН,33310,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЖИТОМИР,ЖИТОМИР,34560,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НОСОВКА,НОСОВКА,32380,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПОБЕДА,ПОБЕДА,34980,01.10.2008,08.02.2014 11:30:09,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РАХНЫ,РАХНЫ,33160,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БРАИЛОВ,БРАИЛОВ,33550,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧЕПОВИЧИ,ЧЕПОВИЧИ,34730,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПОПЕЛЬНЯ,ПОПЕЛЬНЯ,34310,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НОВГОРОД-СЕВ,НОВГОРОД-СЕВЕРСКИЙ,33990,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ИЗЯСЛАВЛЬ,ИЗЯСЛАВЛЬ,34070,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТЕРЕЩЕНСКАЯ,ТЕРЕЩЕНСКАЯ,32810,22.01.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВАСИЛЬКОВ 2,ВАСИЛЬКОВ 2,32130,15.10.2003,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КИЕВ-ДНЕПРОВ,КИЕВ-ДНЕПРОВСКИЙ,32070,15.04.2003,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЛЕПЕСОВКА,ЛЕПЕСОВКА,34020,22.03.2014,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧИГИНОК,ЧИГИНОК,34990,08.06.2005,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ШАТРИЩЕ,ШАТРИЩЕ,34710,08.06.2005,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПОГРЕБИЩЕ 1,ПОГРЕБИЩЕ 1,33900,01.01.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧЕРНОРУДКА,ЧЕРНОРУДКА,34280,01.09.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПЕНИЗЕВИЧИ,ПЕНИЗЕВИЧИ,34750,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТЕТЕРЕВ,ТЕТЕРЕВ,32150,01.01.1900,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ШЕПЕТОВКА-ПД,ШЕПЕТОВКА-ПОДОЛЬСКАЯ,34010,15.03.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВОЛОЧИСК,ВОЛОЧИСК,33010,29.12.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КОРОСТЫШЕВ,КОРОСТЫШЕВ,34570,29.12.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РАДУЛИНО,РАДУЛИНО,34790,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СТАНИШЕВКА,СТАНИШЕВКА,34510,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КРОЛЕВЕЦ,КРОЛЕВЕЦ,32780,18.10.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КАЛИНОВКА 1,КАЛИНОВКА 1,33680,18.10.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НОВ.БЕЗРДЧИ,НОВЫЕ БЕЗРАДИЧИ,32090,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НОВ-ВОЛ1(ЭК),НОВОГРАД-ВОЛЫНСКИЙ 1(ЭКСП.),34670,23.10.2006,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КИЕВ-ВОЛЫНС,КИЕВ-ВОЛЫНСКИЙ,32050,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВИРЕВКА,ВИРЕВКА,32750,29.12.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧЕСНОКОВКА,ЧЕСНОКОВКА,32620,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КИЕВ-ПЕТРОВ.,КИЕВ-ПЕТРОВКА,32060,02.02.2001,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЯГОТИН,ЯГОТИН,32300,15.04.2003,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БОГУСЛАВ,БОГУСЛАВ,34450,01.01.2010,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГОРНСТВ ЭКСП,ГОРНОСТАЕВКА (ЭКСП.),32390,01.06.2002,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЗАКУПНОЕ,ЗАКУПНОЕ,33340,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ИМ. Г.КИРПЫ,ИМ. ГЕОРГИЯ КИРПЫ,32250,01.01.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
МОГИЛЕВ-ПОД.,МОГИЛЕВ-ПОДОЛЬСКИЙ,33190,04.03.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ХАЙЧНОРИН,ХАЙЧНОРИН,34970,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТРИПОЛЬЕ-ДН,ТРИПОЛЬЕ-ДНЕПРОВСКОЕ,34470,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
УШОМИР,УШОМИР,34610,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РАЧА,РАЧА,34690,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТОЛКАЧЕВСКИЙ,ТОЛКАЧЕВСКИЙ,34720,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БЕЛИЧИ,БЕЛИЧИ,32230,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СВЯТОШИНО,СВЯТОШИНО,32240,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БЕРЕЖЕСТЬ,БЕРЕЖЕСТЬ,34770,14.06.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КОРДЫШЕВКА,КОРДЫШЕВКА,33720,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧЕТЫРБОКИ,ЧЕТЫРБОКИ,33430,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БОРИСПОЛЬ,БОРИСПОЛЬ,32260,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КАЗАТИН II,КАЗАТИН II,34260,01.11.2008,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГУМЕНЦЫ,ГУМЕНЦЫ,33300,15.04.2009,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ШЕПЕТОВКА,ШЕПЕТОВКА,34000,15.09.2008,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ШОСТКА,ШОСТКА,32820,15.09.2008,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КОРНИН,КОРНИН,34480,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ОЛЬШАНИЦА,ОЛЬШАНИЦА,34420,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БЕЛГОРОДКА,БЕЛГОРОДКА,34050,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
НОВ. БОРОВАЯ,НОВАЯ БОРОВАЯ,34600,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СПАРТАК,СПАРТАК,32160,15.06.2005,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СОКОРИКИ,СОКОРИКИ,34950,01.07.2006,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РЕЯ,РЕЯ,34530,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТЕТИЕВ,ТЕТИЕВ,33870,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ТОПОРИЩЕ,ТОПОРИЩЕ,34590,16.06.2007,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СЛАВУТА 2,СЛАВУТА 2,34130,01.02.2008,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЖАШКОВ,ЖАШКОВ,33850,01.12.2006,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВОРОЖБА ЭКС,ВОРОЖБА (ЭКСП.),32940,01.06.2002,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БОГДАНОВЦЫ,БОГДАНОВЦЫ,33080,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СИТКОВЦЫ,СИТКОВЦЫ,33650,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
УСТИНОВКА,УСТИНОВКА,34370,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧУДНОВ-ВОЛЫН,ЧУДНОВ-ВОЛЫНСКИЙ,34210,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БОБРОВИЦЫ,БОБРОВИЦЫ,32360,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПЕТР КРИВНОС,ПЕТР КРИВОНОС,32080,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КАРОЛИНА,КАРОЛИНА,33630,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЗАВОРИЧИ,ЗАВОРИЧИ,32350,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЕМЕЛЬЯНОВКА,ЕМЕЛЬЯНОВКА,34860,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
РЖЕВУССКАЯ,РЖЕВУССКАЯ,33910,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
МИРОНОВКА,МИРОНОВКА,34440,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЯБЛОНЕЦ,ЯБЛОНЕЦ,34840,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГУЛЕВЦЫ,ГУЛЕВЦЫ,33700,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ХОЛОНЕВСКАЯ,ХОЛОНЕВСКАЯ,33790,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
МАХАРИНЦЫ,МАХАРИНЦЫ,33950,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СЕМЕНОВКА,СЕМЕНОВКА,33970,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
КИЕВ-МОСКОВ,КИЕВ-МОСКОВСКИЙ,32010,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВОЙТОВЦЫ,ВОЙТОВЦЫ,33020,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ВИННИЦА,ВИННИЦА,33580,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ПРЯЖЕВО,ПРЯЖЕВО,34550,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ДУНАЕВЦЫ,ДУНАЕВЦЫ,33330,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
БАЛИН,БАЛИН,33320,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
МАТЕЙКОВО,МАТЕЙКОВО,33270,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГАЙСИН,ГАЙСИН,33670,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
УШИЦА,УШИЦА,34850,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СКОЧИЩЕ,СКОЧИЩЕ,34490,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
СУХОВОЛЯ,СУХОВОЛЯ,34030,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГНИВАНЬ,ГНИВАНЬ,33560,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
МИХАЙЛЕНКИ,МИХАЙЛЕНКИ,34220,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ХМЕЛЬНИК,ХМЕЛЬНИК,33770,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГОЛЕНДРЫ,ГОЛЕНДРЫ,33710,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ГРИБ. РУДНЯ,ГРИБОВА РУДНЯ,32420,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЧЕРНИГОВ-СЕВ,ЧЕРНИГОВ-СЕВЕРНЫЙ,32510,01.08.2000,01.01.3000,ЮГО-ЗАПАДНАЯ,32,УКРАИНА,804
ЛУЖАНЫ,ЛУЖАНЫ,36630,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПОДЗАМЧЕ,ПОДЗАМЧЕ,37020,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БРЮХОВИЧИ,БРЮХОВИЧИ,37210,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
НОВОСЕЛИЦА,НОВОСЕЛИЦА,36710,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАНЕВИЧИ,МАНЕВИЧИ,35490,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯВОРА,ЯВОРА,37530,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХЫРОВ,ХЫРОВ,37490,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГЛИННА-НАВ.,ГЛИННА-НАВАРИЯ,37800,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КРАСНЕ,КРАСНЕ,37980,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДЕНИСОВ-КУП.,ДЕНИСОВ-КУПЧИНЦЕ,36250,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТРОЯНОВКА,ТРОЯНОВКА,35470,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПОВУРСК,ПОВУРСК,35480,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЕРБКА,ВЕРБКА,35450,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХРЫПЛИН,ХРЫПЛИН,38850,15.11.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
АНТОНОВКА,АНТОНОВКА,35520,01.01.1900,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОРОХОВ,ГОРОХОВ,35730,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СЕНКЕВИЧЕВКА,СЕНКЕВИЧЕВКА,35750,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЕЗВ-ОСТР,БЕРЕЗОВИЦА-ОСТРОВ,36260,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КЛЕСОВ,КЛЕСОВ,35570,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РУДНЯ-ПОЧАЮВ,РУДНЯ-ПОЧАЮВСКАЯ,35070,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЫГОДА,ВЫГОДА,38750,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЫЖВА(РЗД),ВЫЖВА (РЗД),35440,07.09.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БРОДЫ (ЭКС),БРОДЫ (ЭКСП.),35170,01.12.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СТОРОЖИНЕЦ,СТОРОЖИНЕЦ,36950,01.07.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХУСТ,ХУСТ,38530,01.03.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОСТРИЖЕВКА,КОСТРИЖЕВКА,36530,01.07.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕЛОБОЖНИЦА,БЕЛОБОЖНИЦА,36460,16.09.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОПЫЧИНЦЫ,КОПЫЧИНЦЫ,36330,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БРОДЫ,БРОДЫ,35090,01.12.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОЖИЩЕ,РОЖИЩЕ,35880,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДНЕСТРЯНСКАЯ,ДНЕСТРЯНСКАЯ,37760,01.05.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТОРСКЕ,ТОРСКЕ,36510,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВАШКОВЦЫ,ВАШКОВЦЫ,38940,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СНЯТЫН,СНЯТЫН,38930,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОТЫНЯ,ОТЫНЯ,38860,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ИВАНИЧИ,ИВАНИЧИ,35310,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БУРШТЫН,БУРШТЫН,38810,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УЖГ. (ЭК.ЧД),УЖГОРОД ( ЭКСП. ЧД ),38120,12.01.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЛУЦК,ЛУЦК,35780,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ПОТУТОРЫ,ПОТУТОРЫ,36220,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КЛЮЧАРКИ(Э),КЛЮЧАРКИ (ЭКСП.),38330,01.06.2008,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЯМНИЦА,ЯМНИЦА,38830,15.11.2005,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГОДЫ-ТУРКА,ГОДЫ-ТУРКА,38870,06.03.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАСТАВНА,ЗАСТАВНА,36590,01.06.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УДРИЦК,УДРИЦК,35640,26.12.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ДРОГОБЫЧ,ДРОГОБЫЧ,37630,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗДОЛБУНОВ,ЗДОЛБУНОВ,35000,15.04.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ОЛЫКА,ОЛЫКА,35910,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРНОВЦЫ-ЮЖ,ЧЕРНОВЦЫ-ЮЖНАЯ,36820,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БЕРЕГОМЕТ,БЕРЕГОМЕТ,36940,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УХНОВ,УХНОВ,37290,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БОРЫНИЧИ,БОРЫНИЧИ,37900,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЩИРЕЦ2,ЩИРЕЦ2,37790,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КЛЕВАНЬ,КЛЕВАНЬ,35930,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТЕРНОПОЛЬ,ТЕРНОПОЛЬ,36000,23.04.2004,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗЛОЧЕВ,ЗЛОЧЕВ,36050,01.12.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОЗДОЛ,РОЗДОЛ,37925,15.09.2000,18.05.2005,ЛЬВОВСКАЯ,35,УКРАИНА,804
НАДВОРНАЯ,НАДВОРНАЯ,38690,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРВОНОГРАД,ЧЕРВОНОГРАД,37130,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КЛЮЧАРКИ,КЛЮЧАРКИ,38320,30.12.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАБОЛОТОВ,ЗАБОЛОТОВ,38920,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СОСНОВКА,СОСНОВКА,37110,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАКСИМОВКА-Т,МАКСИМОВКА-ТЕРНОПОЛЬСКАЯ,36120,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БУЧАЧ,БУЧАЧ,36440,01.09.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МОС.2(ЭКПКП),МОСТИСКА 2  ( ЭКСП. ПКП ),37370,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МОС2(ЭК ДБ),МОСТИСКА 2  ( ЭКСП. ДБ ),37360,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СОКИРЯНЫ Э,СОКИРЯНЫ (ЭКСП.),36810,26.10.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАБОЛОТ ЭКСП,ЗАБОЛОТЬЕ (ЭКСП.),35410,01.06.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧОП (ЭК.ЧД),ЧОП ( ЭКСП. ЧД ),38060,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БРАТКОВЦЫ,БРАТКОВЦЫ,38710,16.11.2009,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РОКИТНО-ВОЛ.,РОКИТНО-ВОЛЫНСКОЕ,35590,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
КОВЕЛЬ,КОВЕЛЬ,35400,29.12.2009,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УЖГ.(ЭК.ЖСР),УЖГОРОД ( ЭКСП. ЖСР ),38110,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
БАТЕВО (ЭКС),БАТЕВО ( ЭКСП. ),38260,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
УДРИЦК ЭКСП,УДРИЦК (ЭКСП.),35650,01.06.2002,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СОЛОТВИНО 2,СОЛОТВИНО 2,38590,15.11.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
РАФАЛОВКА,РАФАЛОВКА,35510,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗВИНЯЧЕ,ЗВИНЯЧЕ,35740,15.11.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ВЫГНАНКА,ВЫГНАНКА,36370,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧЕРТКОВ,ЧЕРТКОВ,36470,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МАРКОВЦЫ,МАРКОВЦЫ,38990,27.04.2010,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ХОРОСТКОВ,ХОРОСТКОВ,36310,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
СКАЛАТ,СКАЛАТ,36100,01.07.2003,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ТАРНОВИЦА,ТАРНОВИЦА,38700,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
САПЕЖАНКА,САПЕЖАНКА,37090,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЧОП (ЭК.МАВ),ЧОП ( ЭКСП.МАВ ),38020,01.05.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ЗАБОЛОТЬЕ,ЗАБОЛОТЬЕ,35420,26.12.2006,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
ГЛУБОКАЯ-БУК,ГЛУБОКАЯ-БУКОВИНСКАЯ,36840,01.08.2000,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
МУКАЧЕВО,МУКАЧЕВО,38000,24.05.2007,01.01.3000,ЛЬВОВСКАЯ,35,УКРАИНА,804
