stshortname,stname,stcode,stdate1,stdate2,stroadname,stroadcode,stcountry,stcountrycode
ЖИГУЛЕВ.МОРЕ,ЖИГУЛЕВСКОЕ МОРЕ,63680,01.06.2006,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СЫЗРАНЬ 2,СЫЗРАНЬ 2,63550,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЧЕРНИКОВКА-В,ЧЕРНИКОВКА-ВОСТОЧНАЯ,65480,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
УФА,УФА,65450,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
НУРЛАТ,НУРЛАТ,64690,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЧЕЛНА,ЧЕЛНА,64700,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БЛАГОВАР,БЛАГОВАР,65140,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
САЛАВАТ,САЛАВАТ,65300,03.10.2005,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ПРИЮТОВО,ПРИЮТОВО,65640,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ВЕРХ.ТЕРРАСА,ВЕРХНЯЯ ТЕРРАСА,64580,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СТЕРЛИТАМАК,СТЕРЛИТАМАК,65270,01.08.2004,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
КУРУМОЧ,КУРУМОЧ,63750,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ДИМИТРОВГРАД,ДИМИТРОВГРАД,64620,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ОКТЯБРЬСК,ОКТЯБРЬСК,63810,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
МАЙНА,МАЙНА,64370,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ПРИУРАЛЬЕ,ПРИУРАЛЬЕ,65380,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЧАПАЕВСК,ЧАПАЕВСК,63920,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
УРМАН,УРМАН,65570,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ИГЛИНО,ИГЛИНО,65540,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
УЛЬЯНОВСК 2,УЛЬЯНОВСК 2,64550,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СТУДЕНЕЦ,СТУДЕНЕЦ,63340,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ПОГРУЗНАЯ,ПОГРУЗНАЯ,64680,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СРЕДНЕВОЛЖСК,СРЕДНЕВОЛЖСКАЯ,63800,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ШАРЛОВО,ШАРЛОВО,64340,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
КРАС.ГЛИНКА,КРАСНАЯ ГЛИНКА,63770,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЛОЩИННАЯ,ЛОЩИННАЯ,65510,04.03.2014,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЦАРЕВЩИНА,ЦАРЕВЩИНА,63760,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
НИЖНЕКАМСК,НИЖНЕКАМСК,64870,01.11.2013,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БУГУЛЬМА,БУГУЛЬМА,64860,01.11.2013,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
КОСЯКОВКА,КОСЯКОВКА,65260,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ТОЛКАЙ,ТОЛКАЙ,65910,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ПЕНЗА 1,ПЕНЗА 1,63010,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЛИПЯГИ,ЛИПЯГИ,63950,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БУЛЫЧЕВО,БУЛЫЧЕВО,63100,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БЕЛОЕ ОЗЕРО,БЕЛОЕ ОЗЕРО,65230,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СЫЗРАНЬ-ПЕР,СЫЗРАНЬ-ГОРОД-ПЕРЕВАЛКА,63630,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
НОВООТРАДНАЯ,НОВООТРАДНАЯ,65900,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
САМАРА,САМАРА,65790,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
САМАРКА,САМАРКА,65770,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ГОЛЬЦОВКА,ГОЛЬЦОВКА,63080,01.01.1900,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЧАГРА,ЧАГРА,63910,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ТОМЫЛОВО,ТОМЫЛОВО,63930,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БЕЛИНСКАЯ,БЕЛИНСКАЯ,63330,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЕВЛАШЕВО,ЕВЛАШЕВО,63490,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
СЮЗЮМ,СЮЗЮМ,63470,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
МИНЬЯР,МИНЬЯР,65600,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ОБШАРОВКА,ОБШАРОВКА,63830,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
БЕЗЕНЧУК,БЕЗЕНЧУК,63850,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
НВКУЙБЫШЕВСК,НОВОКУЙБЫШЕВСКАЯ,63940,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ВЕРДА,ВЕРДА,63150,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
КЕНЗИНО,КЕНЗИНО,63110,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЛЕОНИДОВКА,ЛЕОНИДОВКА,63380,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ЯКУШКА,ЯКУШКА,64660,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
КАНДРЫ,КАНДРЫ,65120,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ВОДИНСКАЯ,ВОДИНСКАЯ,63780,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ПЕНЗА 4,ПЕНЗА 4,63030,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ГЛОТОВКА,ГЛОТОВКА,64330,01.08.2000,01.01.3000,КУЙБЫШЕВСКАЯ,63,Российская Федерация,643
ДЖЕТЫГАРА,ДЖЕТЫГАРА,68380,21.11.2008,01.01.3000,КАЗАХСТАНСКИЕ,68,Республика Казахстан,398
ЧОКПАР,ЧОКПАР,70310,01.06.2002,01.01.3000,КАЗАХСТАНСКИЕ,68,Республика Казахстан,398
МАЛАЙ-САРЫ,МАЛАЙ-САРЫ,70110,01.06.2002,01.01.3000,КАЗАХСТАНСКИЕ,68,Республика Казахстан,398
